period,rgdp,ngdp,iy,cy,tby,nfay,reer,rir,pi,tau_a,tau_s,tau_i,tau_t,y,va,i,l,tbsm-1,tbsf-1
0,100.0196538490295097,99.9994320438450899,18.5313282733000086,82.4220850214000080,-0.9534132946999919,-7.2000408930754096,100.1694674082855983,3.5600000000000076,100.0000000000000284,1.0000000000000000,0.9917836256442273,1.1467321739238765,1.0000000000000000,179.6181257313166668,100.0196724412098206,18.5312230234804893,66.0196734380090362,0.8253308302349117,-1.7787441249349036
1,102.6016588203403188,102.9682387438147941,18.8723789452000048,82.0925910876999581,-0.9649700328999602,-8.2002657355893742,97.0870080699999534,3.7500000000000089,100.0000000000000284,1.0000000000000000,0.9891493120351991,1.0907384435666323,1.0000000000000000,184.2653004700434565,102.6074340785838075,19.4325562089309720,67.0308692534705557,0.8374681161123736,-1.8024381490123338
2,105.6945349367822047,106.7266588953222879,19.5312979034999934,81.2739427993000163,-0.8052407027999967,-9.1740714252258666,92.5639735199999478,3.9600000000000080,100.0000000000000284,1.0000000000000000,1.0066268729158825,1.1548981359225543,1.0000000000000000,189.8852576490613728,105.7368859303408470,20.8451016912976677,68.4494574265895181,0.9856083081772850,-1.7908490109772819
3,108.3461003923387551,110.4910263799677921,19.8519841252000013,81.5483994732000212,-1.4003835984000408,-10.0210397167767002,86.4226178900000122,2.9700000000000060,99.9999999999999716,1.0000000000000000,1.0062441278680989,1.0431686370096631,1.0000000000000000,194.8689420017485645,108.5120316706532293,21.9346610167217584,69.3307875754779559,0.6327863480631800,-2.0331699464632207
4,111.1144501510838438,113.1662639021362082,20.3023829840999994,82.0682760808000324,-2.3706590649000083,-11.4826194142689069,87.2176666300000107,3.5700000000000065,99.9999999999999716,1.0000000000000000,1.0281727276823582,1.0875692345285533,1.0000000000000000,199.8107974673591229,111.2638851537563056,22.9754483062090067,70.0563361691268369,-0.0441461804979434,-2.3265128844020651
5,115.1121206475839500,117.8234663517712306,20.5223210492000128,82.8158405549000918,-3.3381616041000362,-13.7807141233094832,84.4990882200000044,3.5900000000000043,100.0000000000000284,1.0000000000000000,1.0223877203535681,1.3368481886816215,1.0000000000000000,207.1583758472970089,115.3553563224111400,24.1801100360066314,70.5947478624490401,-0.6876840968443018,-2.6504775072557347
6,117.2805978890650209,121.1509633931278529,19.0029433210999912,84.1762445203000027,-3.1791878414000219,-17.2463817803716353,79.9741783599999962,2.3499999999999854,99.9999999999999716,1.0000000000000000,1.0149060895647959,1.0736103068980467,1.0000000000000000,211.4375123356165034,117.7381772551558043,23.0222489065626945,70.7347379969808401,-0.5352800239305791,-2.6439078174694428
7,119.6322819873204253,123.5322340698253356,18.4259983455999894,85.1205178925999348,-3.5465162382000099,-20.5025840128611456,80.1710032199999887,2.2900000000000142,99.9999999999999716,1.0000000000000000,1.0123845749837244,0.9679745123524928,1.0000000000000000,215.6590005024011134,120.0888969385792961,22.7620474059887314,71.0222146471891165,-0.7929143054875328,-2.7536019327124768
8,123.8353407945760267,126.4950779990038825,18.4126260605000134,85.5797005935000641,-3.9923266539999940,-24.0236327327327288,85.6327314099999768,2.5599999999999845,100.0000000000000284,1.0000000000000000,1.0033154538517703,0.8392806462588949,1.0000000000000000,222.7832367070865018,124.0560008635603140,23.2910656968943997,71.5423064368873156,-1.1469306975047662,-2.8453959564952278
9,128.5646178173018086,130.3991046843025003,19.4345622431999878,85.1976080920999408,-4.6321703353000032,-27.8729238932877408,89.8420356499999855,2.5000000000000133,99.9999999999999716,1.0000000000000000,1.0005789379888081,0.9179790272962107,1.0000000000000000,231.0709779533442543,128.6709981604822133,25.3424951644462872,72.5666044240871031,-1.6154227195867186,-3.0167476157132853
10,131.9417518674210044,133.5726621242241663,19.9856448333999843,85.1184067390999530,-5.1040515724999613,-32.5261246996287952,91.0906403299999994,2.1400000000000086,99.9999999999999716,1.0000000000000000,0.9879657263750723,0.9509499752039027,1.0000000000000000,237.0938887200048271,132.0248331900557162,26.6953578466648338,73.4772347180863932,-1.9520495498568187,-3.1520020226431424
11,133.9828172699725144,135.5358770429388926,20.2184589345000241,84.8609857497000348,-5.0794446842000376,-37.8787306892347431,91.6064518599999928,2.2800000000000153,100.0000000000000284,1.0000000000000000,1.0015810068071300,1.1132803741403496,1.0000000000000000,240.7440882069248005,134.0574329376609910,27.4032656414410347,74.3519050654495004,-1.9523588296947119,-3.1270858545053257
12,137.2084223640523248,137.9110667802200965,19.2521043085999786,85.2110908417999013,-4.4631951503999865,-43.1809008593366812,96.1384124200000372,2.2999999999999909,99.9999999999999716,1.0000000000000000,1.0135081987530057,1.1517472393930712,1.0000000000000000,246.4308677073226193,137.2240945457773478,26.5507824296309529,74.9209937011124936,-1.5749675664289984,-2.8882275839709886
13,139.4213234074022694,139.4562496859709881,18.1338409613000024,86.6857586176000439,-4.8195995789000330,-48.1998693358473247,100.0786893999999450,1.3699999999999823,100.0000000000000284,1.0000000000000000,1.0287342512419833,1.3091648076493256,1.0000000000000000,250.3767839468289083,139.4213630460969569,25.2887745286474086,74.8285129840057124,-1.8450771557182519,-2.9745224231817806
14,141.5860735016692331,142.3649028898147151,14.8986405013999956,87.7673002548999506,-2.6659407563000270,-52.6477560290103597,95.7549398899999886,1.5600000000000058,99.9999999999999716,1.0000000000000000,1.0053920368575835,0.6743322580815259,1.0000000000000000,254.2976408694289034,141.6046773607887985,21.2104350817207141,74.9095275370679019,-0.3660169497966383,-2.2999238065033891
15,145.4660009700198771,145.5694268389934223,15.9360459540000061,87.5463022102000679,-3.4823481642000131,-54.9399349746400816,99.6250031199999739,2.2500000000000187,100.0000000000000284,1.0000000000000000,0.9822547706658625,0.7704408653923733,1.0000000000000000,261.2325098332879065,145.4663328555435555,23.1980107560364033,75.6597603566475101,-0.9656308015455769,-2.5167173626544357
16,147.0347461640375570,148.2702227182382160,16.9829367901000126,86.6969282289000773,-3.6798650189660767,-58.6486573151784185,104.7562716999999992,1.1300000000000088,100.0000000000000284,1.0000000000000000,0.9726326689007874,0.6037792941537136,1.0000000000000000,264.1282637514830753,147.0788224480553765,25.1806382027788977,76.6974236904898987,-1.0884370026166350,-2.5914280163494414
17,152.6710567711655813,153.2542800534264700,18.1385454675771953,83.6490334032748848,-1.7875788708312186,-60.9829130179315797,101.6700000000000017,1.7323842426232083,100.0000000000000284,1.0000000000000000,0.9822112347855118,0.7424565411999138,1.0000000000000000,274.1885624379840465,152.6808616364039892,27.7980972684988430,79.1039430162348225,0.1856312357612412,-1.9732101065924597
18,158.0032348450582163,158.1401339813241975,18.8113984104175067,81.6329284532384776,-0.4443268636446337,-61.8849813915451819,99.3265654699485339,2.0354440917988992,100.0000000000000284,1.0000000000000000,0.9884373026105826,0.8325967517799440,1.0000000000000000,283.7475892769237475,158.0037694965920991,29.7483706499949285,80.9292267793849760,1.0982462354646705,-1.5425730991093043
19,163.2070195046867411,163.0704990469173197,19.0450314612798763,80.1778716265510241,0.7770969121691249,-61.6751292311132033,100.7066266315512451,2.5989219117429130,99.9999999999999716,1.0000000000000000,0.9924842466968787,0.8911878886569635,1.0000000000000000,293.0926687519229858,163.2075415781729077,31.0568278475515136,82.3965153667712684,1.9363280088400794,-1.1592310966709545
20,167.9124319179136933,167.5397656248652538,19.3868655963351770,79.4724380722097550,1.1406963314550878,-60.8139978432136630,101.9074015935926099,2.7290392046816381,100.0000000000000284,1.0000000000000000,0.9951147603529712,0.9292721276270263,1.0000000000000000,301.5487125119864800,167.9162574919289455,32.4807091821075815,83.3149690743471183,2.1821360961792058,-1.0414397647241178
21,172.4583900599186848,171.9315694349456010,19.5807406259577412,79.0382922046099878,1.3809671694321910,-59.7359216637803172,102.6532007891742921,2.7843164126335918,100.0000000000000284,1.0000000000000000,0.9968245942294313,0.9540268829575671,1.0000000000000000,309.7190641570597336,172.4658868344160112,33.6654746651951271,83.9504142016624257,2.3442981840203911,-0.9633310145882001
22,176.8226036632746059,176.2060686409450625,19.6711420265510384,78.7975752804714347,1.5312826929775329,-58.5247210609212516,103.0451270404881257,2.8124343615456571,99.9999999999999716,1.0000000000000000,0.9979359862491303,0.9701174739224186,1.0000000000000000,317.5610284849473146,176.8326549441347595,34.6617460217623261,84.3312658648695077,2.4450258048722411,-0.9137431118947080
23,181.0679156827349345,180.4101242504877121,19.6975208758444005,78.6857192147654700,1.6167599093900502,-57.2308843526501718,103.1786681450757754,2.8401251270600447,99.9999999999999716,1.0000000000000000,0.9986583910619347,0.9805763580495721,1.0000000000000000,325.1869186466728365,181.0791029734911035,35.5363218863766477,84.5394048002262792,2.5013483120053750,-0.8845884026153250
24,185.2953111374559114,184.6314416196099444,19.6930785907478132,78.6510989430805978,1.6558224661716396,-55.8859896022026277,103.1328377114209616,2.8657452632231628,100.0000000000000284,1.0000000000000000,0.9991279541902576,0.9873746327322218,1.0000000000000000,332.7784911692209562,185.3064413555582348,36.3596149013804393,84.6694633469028020,2.5259043190423127,-0.8700818528706727
25,189.5679056592387610,188.9243596302442256,19.6772457058445944,78.6614949036650728,1.6612593904904420,-54.5166827308459858,102.9613484315077017,2.8266590668031277,100.0000000000000284,1.0000000000000000,0.9994331702236674,0.9917935112759442,1.0000000000000000,340.4496778501886638,189.5781125799506412,37.1751104426366155,84.7750005325389111,2.5274766319934714,-0.8662172415030291
26,193.7063825532327144,193.1157383075980363,19.6316202737990118,78.7306363311761004,1.6377433950248133,-53.1698666409214056,102.6481513810419699,2.8424395208512587,100.0000000000000284,1.0000000000000000,0.9996315606453838,0.9946657823293638,1.0000000000000000,347.8784061092703723,193.7147717511946610,37.9117484334910486,84.7395720287444618,2.5088762479843969,-0.8711328529595840
27,197.9361567721475694,197.4162343782096514,19.5913854803156475,78.8134792601484548,1.5951352595358732,-51.8424135214398092,102.2690695500565141,2.8495886023705674,100.0000000000000284,1.0000000000000000,0.9997605144194995,0.9965327585140864,1.0000000000000000,355.4706705348509104,197.9424954168426041,38.6765754777584618,84.7263861823002316,2.4772791173483735,-0.8821438578125002
28,202.2475696204723192,201.8143690748426593,19.5560330178187911,78.9060945276709305,1.5378724545102491,-50.5528774340767555,101.8390263242479676,2.8430199260132349,100.0000000000000284,1.0000000000000000,0.9998443343726747,0.9977462930341562,1.0000000000000000,363.2095453891542434,202.2518585439736967,39.4668846509788978,84.7250362523123357,2.4357046531806898,-0.8978321986704408
29,206.6054879479786450,206.2746378058270693,19.5210899887080842,79.0099662838375565,1.4689437274543822,-49.3185299941285180,101.3656394339497808,2.8314557804197005,100.0000000000000284,1.0000000000000000,0.9998988173422386,0.9985350904722016,1.0000000000000000,371.0322926290201622,206.6079256910731488,40.2670576699571612,84.7105027722301429,2.3861605198614813,-0.9172167924070992
30,211.0016684967415586,210.7874985073893868,19.4854988070553503,79.1235669874921967,1.3909342054523917,-48.1509826386615316,100.8593309207992661,2.8320532875374838,99.9999999999999716,1.0000000000000000,0.9999342312724551,0.9990478088069310,1.0000000000000000,378.9244862667555367,211.0026638015781373,41.0729955070791917,84.6777102176200458,2.3304268476095356,-0.9394926421571440
31,215.4890822577268068,215.4026750503625465,19.4557370216105099,79.2376674688291871,1.3065955095602502,-47.0540725172846308,100.3369242531982053,2.8244051925057967,99.9999999999999716,1.0000000000000000,0.9999572503270958,0.9993810757245052,1.0000000000000000,386.9816054563238481,215.4892400804436363,41.9081779953127835,84.6588328073421224,2.2704635201961931,-0.9638680106359431
32,220.0415168533004362,220.0942144797676292,19.4275868441941455,79.3551941063316093,1.2172190494742474,-46.0368732419065338,99.8003347364380033,2.8241967800738621,99.9999999999999716,1.0000000000000000,0.9999722127126123,0.9995976992209283,1.0000000000000000,395.1568141203502478,220.0415740355234107,42.7589946571037984,84.6352084950670900,2.2071233885375605,-0.9899043390633130
33,224.6917976757015367,224.8931776728664715,19.4044548352328050,79.4710197018454494,1.1245254629218044,-45.1020386418799291,99.2586921787166148,2.8367469918515908,100.0000000000000284,1.0000000000000000,0.9999819382631979,0.9997385044936035,1.0000000000000000,403.5092764450947129,224.6926110196646675,43.6392950890512239,84.6246226889184499,2.1416162072907943,-1.0170907443689901
34,229.4948408611554669,229.8519096228212959,19.3919146290339803,79.5777355559086459,1.0303498150572454,-44.2493771903343074,98.7232148685897499,2.8566068441481907,99.9999999999999716,1.0000000000000000,0.9999882598710786,0.9998300279208423,1.0000000000000000,412.1377268532343692,229.4973309218659665,44.5726860872618573,84.6546257091205518,2.0752485495096038,-1.0448987344523581
35,234.4855860475827001,235.0036625905227083,19.3925732171023668,79.6713025250590618,0.9361242578385005,-43.4791121942152756,98.2009298311837000,2.8820836568531183,100.0000000000000284,1.0000000000000000,0.9999923689162011,0.9998895181485475,1.0000000000000000,421.1049393226595612,234.4906891937603746,45.5732573307393096,84.7377617887833452,2.0090196588301632,-1.0728954009916627
36,239.6938413557091110,240.3770484429842327,19.4082635374836805,79.7487183634328289,0.8430180990835132,-42.7906981888944671,97.6964853911800759,2.8589761106919909,100.0000000000000284,1.0000000000000000,0.9999950397955307,0.9999281867965559,1.0000000000000000,430.4644160009850111,239.7024783034383972,46.6530110454391789,84.8818374314495259,1.9437317810806329,-1.1007136819971197
37,244.6542840094985820,245.5614718705348309,19.4394902644537844,79.8170105344043179,0.7434992011418460,-42.2360129670550393,97.0331134467730010,2.8603914124804897,100.0000000000000284,1.0000000000000000,0.9999967758670950,0.9999533214177614,1.0000000000000000,439.3836159609933816,244.6691009914634094,47.7358984175220229,84.8339486795595263,1.8724566818105848,-1.1289574806687390
38,249.8240914940605535,250.9481490534544434,19.4742491101954087,79.8786773955466600,0.6470734942578675,-41.7632367765012305,96.4326077027405972,2.8733453297072442,100.0000000000000284,1.0000000000000000,0.9999979043136118,0.9999696589215449,1.0000000000000000,448.6808464809624297,249.8462285638150604,48.8702676840941805,84.8417092320323007,1.8039079545543788,-1.1568344602965113
39,255.3143433455005606,256.6323952520922944,19.5125072904222954,79.9296942874431267,0.5577984221345496,-41.3607080000641858,95.9377430894926135,2.8925967122563234,100.0000000000000284,1.0000000000000000,0.9999986378038477,0.9999802782990042,1.0000000000000000,458.5538448411400054,255.3439702754433824,50.0754148331498570,84.9542663443220505,1.7411986448495633,-1.1834002227150138
40,261.1873692783285037,262.6645729865340400,19.5530916299539541,79.9676007889119518,0.4793075811341288,-41.0190159099447769,95.5744045438441958,2.9132750602455904,100.0000000000000284,1.0000000000000000,0.9999991145725010,0.9999871808943527,1.0000000000000000,469.1126575636179723,261.2236051150256912,51.3590446354842598,85.1913855178507902,1.6869634417120278,-1.2076558605778993
41,267.4466082546346684,269.0439845787529975,19.5953567554435146,79.9907670421867181,0.4138762023698073,-40.7314840312059587,95.3430408553297752,2.9245225985557344,100.0000000000000284,1.0000000000000000,0.9999994244721256,0.9999916675813293,1.0000000000000000,480.3622268952295258,267.4878851539766629,52.7201286072670641,85.5424665652748928,1.6426522036299698,-1.2287760012601623
42,274.0187291914297134,275.7003151247521373,19.6360204895139567,80.0018684783566130,0.3621110321294324,-40.4948356970126824,95.2239302478087950,2.9262072920191340,99.9999999999999716,1.0000000000000000,0.9999996259068816,0.9999945839278640,1.0000000000000000,492.1705738691918555,274.0633184049313513,54.1365703675508954,85.9616112877465923,1.6083986714772645,-1.2462876393478322
43,280.8240448387564925,282.5594107316578061,19.6731438348996086,80.0032450357031166,0.3236111293972043,-40.3043667206318759,95.1929337815827097,2.9283970068240350,100.0000000000000284,1.0000000000000000,0.9999997568394731,0.9999964795531116,1.0000000000000000,504.3948593993945906,280.8703654642445144,55.5883192922837850,86.4050830814044417,1.5836403295693127,-1.2600292001721083
44,287.8468915607037388,289.6084335947926434,19.7094065527280584,79.9926540223254250,0.2979394249463891,-40.1499286884486324,95.2362786408502586,2.9380804349328660,99.9999999999999716,1.0000000000000000,0.9999998419456575,0.9999977117095225,1.0000000000000000,517.0071603481470675,287.8934774385403443,57.0801035881851604,86.8630037509989137,1.5679210509332024,-1.2699816259868133
45,295.1292146553099656,296.8882116437093259,19.7495663591082184,79.9655390642846697,0.2848945766072096,-40.0169809931833313,95.3522075880678415,2.9572719064626218,100.0000000000000284,1.0000000000000000,0.9999998972646774,0.9999985126111895,1.0000000000000000,530.0827616934723210,295.1745764824507887,58.6341343709440110,87.3516590239881481,1.5610836866296565,-1.2761891100224467
46,302.7323309891614258,304.4605653763700843,19.7985057525551795,79.9179137212435222,0.2835805262013711,-39.8896569993854442,95.5355577838407299,2.7733428239920421,100.0000000000000284,1.0000000000000000,0.9999999332220403,0.9999990331972732,1.0000000000000000,543.7320025677930744,302.7751045236066716,60.2786425503026351,87.8932482511213351,1.5624903580290226,-1.2789098318276515
47,309.2425715317667709,311.0239243975768204,19.7795191818887375,79.9455399083008587,0.2749409098104723,-39.8455253340184541,95.4978358116691766,2.7532869055491238,100.0000000000000284,1.0000000000000000,0.9999999565943262,0.9999993715782276,1.0000000000000000,555.4263186863477131,309.2870401249804218,61.5190367864818128,87.8732098349058504,1.5565579698626957,-1.2816170600522234
48,315.8594525226934024,317.6936345319053316,19.7617903879712422,79.9710679556596205,0.2671416563691272,-39.8064521095071200,95.4638110024926050,2.7347351677329490,100.0000000000000284,1.0000000000000000,0.9999999717863121,0.9999995915258479,1.0000000000000000,567.3121016377350543,315.9055933064303758,62.7819501321225388,87.8547014069000483,1.5512031517648177,-1.2840614953956904
49,322.5863145805693080,324.4731323801149756,19.7452403317642613,79.9946613366078765,0.2600983316278694,-39.7718844226583812,95.4331080652735579,2.7175699042628843,100.0000000000000284,1.0000000000000000,0.9999999816611028,0.9999997344918011,1.0000000000000000,579.3953558619366504,322.6341076175993408,64.0679998004572866,87.8376025884824969,1.5463677917128873,-1.2862694600850180
